"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49"
"182",182,"177","6.063","151.0616","Unknown","[M-H]-","","0.52","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.53","190715_Smp_FK180310S62C1-DCM_B","151.0616:239815 152.06495:0 153.06831:0","","151.0616","151.0616","151.06165","151.06175","151.0616","151.0616","151.0616","151.06171","151.0616","151.06178","151.0616","151.0616","151.0616","151.06158","151.06163","151.0616","151.06169","151.0616","151.06165","151.0616","151.0616","151.06172","151.0616","151.06158","151.06166","151.06183","151.06161","151.06152","151.06172","151.0616","151.06166","151.0616","151.06165","151.06171","151.0616","151.06148","151.06161","151.06165","151.06161","151.06175","151.0616","151.0616","151.0616","151.0616","151.0616","151.0616","151.06169","151.0616","151.0616","151.06178"
"183",183,"178","13.173","152.91676","Unknown","[M-H]-","","0.66","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","62.17","190715_Poo_TruePooFK180310_DDAneg20","152.91687:1750423 153.92022:0 154.92358:501851","53.27873:7114 53.86966:6606 54.39444:6843 58.00838:6922 65.57272:6547 65.88136:7524 83.45889:6989 88.41801:7919 95.75266:7276 101.44339:7121 105.35509:7210 136.20717:8238 152.42607:7605 152.81389:10187 152.91676:2925430 152.97015:18345","152.91676","152.91676","152.91672","152.91682","152.91687","152.9169","152.91687","152.91676","152.9167","152.91682","152.91676","152.91684","152.91676","152.91669","152.91682","152.91681","152.91679","152.91675","152.91675","152.9167","152.91676","152.91673","152.91676","152.91676","152.91673","152.91673","152.91676","152.9167","152.91675","152.91669","152.91681","152.91676","152.91676","152.91663","152.9167","152.91676","152.91676","152.91676","152.91676","152.91661","152.91676","152.91676","152.91676","152.91672","152.91676","152.91676","152.91673","152.91676","152.91676","152.91669"
"184",184,"179","13.81","152.91684","Unknown","[M-H]-","","0.7","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","49.86","190715_Poo_TruePooFK180310_Full3","152.91684:2093983 153.92019:0 154.92355:1080195","","152.91669","152.91672","152.91684","152.91684","152.91684","152.91684","152.91684","152.91675","152.91682","152.91684","152.91684","152.91684","152.9169","152.91666","152.91675","152.91687","152.91678","152.9167","152.91667","152.91689","152.9166","152.91666","152.91679","152.91664","152.91684","152.91684","152.91673","152.91678","152.91664","152.91684","152.9167","152.91684","152.91672","152.91675","152.91667","152.91678","152.91684","152.91676","152.91673","152.91676","152.91684","152.91684","152.91669","152.91666","152.91684","152.91684","152.91672","152.91672","152.91676","152.91663"
"185",185,"180","9.205","154.01707","Unknown","[M-H]-","","0.54","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","250.89","190715_Poo_QC-KM1906_E","154.01707:213584 155.02042:0 156.02378:255800","","154.01707","154.01692","154.01707","154.01723","154.01707","154.01707","154.01707","154.01706","154.01707","154.01709","154.01707","154.01707","154.01707","154.01707","154.01711","154.01707","154.01715","154.01712","154.01707","154.01714","154.01703","154.01712","154.01707","154.01697","154.01704","154.01707","154.0173","154.01711","154.01707","154.01707","154.01707","154.01718","154.01707","154.01697","154.01707","154.01707","154.01688","154.01707","154.01707","154.01704","154.01707","154.01707","154.01694","154.01723","154.01707","154.01707","154.01709","154.01677","154.01707","154.01714"
"186",186,"181","8.44","154.87996","Unknown","[M-H]-","","0.46","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","718.87","190715_Poo_TruePooFK180310_Fullneg60","154.87996:406009 155.88331:102653 156.88667:449145","","154.87473","154.87996","154.87483","154.87474","154.88","154.87996","154.88008","154.87453","154.87996","154.87996","154.87996","154.87996","154.86794","154.87996","154.87996","154.87477","154.87465","154.87469","154.87996","154.87474","154.87996","154.87996","154.87996","154.87996","154.87454","154.88002","154.87469","154.87477","154.87457","154.87996","154.87996","154.87448","154.87996","154.87471","154.87996","154.87996","154.8748","154.87462","154.87996","154.87469","154.87996","154.87996","154.87996","154.87996","154.87996","154.87996","154.87996","154.87996","154.87996","154.87996"
"187",187,"182","13.434","154.90521","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.69","190715_Smp_FK180310S77C1-25m_A","154.90521:1325033 155.90856:0 156.91192:620012","","154.90521","154.90521","154.90521","154.91257","154.90521","154.90521","154.90521","154.90514","154.90517","154.90546","154.90521","154.90521","154.90521","154.90521","154.90521","154.90546","154.90521","154.90541","154.90521","154.90521","154.90521","154.90544","154.90543","154.90521","154.90521","154.90521","154.90553","154.90521","154.90521","154.90521","154.90549","154.90521","154.90521","154.90533","154.90526","154.90521","154.90521","154.90544","154.90535","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521","154.90521"
"188",188,"183","7.722","154.94649","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","44.42","190715_Smp_FK180310S62C1-DCM_B","154.94649:275281 155.94984:0 156.9532:0","","154.94408","154.94649","154.94649","154.94649","154.94649","154.94649","154.94649","154.94644","154.94649","154.94661","154.94649","154.94649","154.94649","154.94649","154.94649","154.94673","154.94649","154.94649","154.94649","154.94643","154.94649","154.94656","154.94649","154.94623","154.94649","154.94649","154.9465","154.94649","154.9442","154.94649","154.94649","154.94644","154.94649","154.94649","154.94649","154.94649","154.94649","154.94643","154.94649","154.94649","154.94649","154.94649","154.94411","154.94649","154.94649","154.94649","154.94405","154.94649","154.94649","154.94649"
"189",189,"184","7.509","155.0011","w/o MS2:Ingalls_DHPS","[M-H]-","","0.7","False","8.646","155.00101","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","51.7","190715_Std_4uMStdsMix2InH2O_2","155.0011:9130928 156.00445:1691209 157.00781:463405","","155.0011","155.00116","155.00124","155.00124","155.0011","155.0011","155.0011","155.00111","155.00117","155.00127","155.0011","155.0011","155.00127","155.0011","155.00102","155.0011","155.00121","155.00116","155.00127","155.0013","155.00113","155.0014","155.00111","155.00121","155.0011","155.00111","155.00116","155.00101","155.0011","155.0011","155.0011","155.00121","155.0011","155.00102","155.0011","155.00098","155.0011","155.0011","155.00128","155.00102","155.00899","155.00902","155.0011","155.00116","155.00113","155.0011","155.0014","155.00102","155.00119","155.00105"
"190",190,"185","9.846","155.05841","Unknown","[M-H]-","","0.62","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.74","190715_Smp_FK180310S62C1-DCM_B","155.05841:336556 156.06176:0 157.06512:78564","","155.05843","155.05826","155.05859","155.05844","155.05841","155.05841","155.05841","155.05833","155.05836","155.05849","155.05841","155.05841","155.05841","155.05836","155.05841","155.05841","155.05841","155.05829","155.05827","155.05841","155.05841","155.05847","155.05843","155.0584","155.05843","155.05841","155.05852","155.05855","155.05835","155.05833","155.05843","155.05838","155.05838","155.05841","155.05852","155.05841","155.0584","155.05841","155.05838","155.05841","155.05841","155.05841","155.05841","155.05841","155.05841","155.05841","155.05835","155.05858","155.05852","155.05824"
"191",191,"186","9.554","155.9104","Unknown","[M-H]-","","0.9","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2812.97","190715_Poo_TruePooFK180310_DDAneg20","155.91042:2847483 156.91377:459647 157.91713:2307076","50.6333:7891 61.98719:2091496 78.97215:12692 92.04638:16720 92.04949:231486 123.62684:9553 132.98341:98686 154.25574:7934 155.86494:2345640 155.91034:1924068 156.0117:445702 156.05583:10122","155.91023","155.91028","155.91031","155.91037","155.91042","155.91034","155.9104","155.91025","155.91028","155.9104","155.91031","155.91035","155.91029","155.91025","155.91031","155.9104","155.91035","155.91032","155.91029","155.91031","155.91025","155.91032","155.91025","155.91022","155.91029","155.91028","155.91028","155.91035","155.91017","155.91028","155.91023","155.91031","155.91026","155.91022","155.9102","155.91025","155.91026","155.91022","155.91022","155.91023","155.9104","155.9104","155.91028","155.91023","155.9104","155.9104","155.91022","155.91016","155.9104","155.91019"
"192",192,"187","8.254","156.87245","Unknown","[M-H]-","","0.42","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","623.83","190715_Smp_FK180310S62C1-25m_B","156.87245:154846 157.8758:48008 158.87916:73534","","156.87251","156.87245","156.8723","156.87273","156.87245","156.87245","156.87245","156.87234","156.87274","156.8725","156.87245","156.87245","156.87245","156.87238","156.87245","156.87245","156.8727","156.87245","156.87245","156.87245","156.87245","156.87245","156.8723","156.87245","156.87245","156.87268","156.87251","156.87248","156.87245","156.87231","156.87241","156.8727","156.87245","156.8726","156.87245","156.87259","156.87248","156.87247","156.87254","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245","156.87245"
"193",193,"188","19.636","156.94226","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","24.4","190715_Smp_FK180310S64C1-25m_C","156.94226:1404414 157.94561:0 158.94897:0","","156.94226","156.94226","156.94226","156.94226","156.94226","156.94241","156.94226","156.94226","156.94226","156.94244","156.94226","156.94234","156.94226","156.94226","156.94226","156.94226","156.94226","156.94237","156.94226","156.94235","156.94229","156.94226","156.94234","156.94226","156.94226","156.94244","156.94235","156.94226","156.9424","156.94217","156.94231","156.94226","156.94232","156.94226","156.94223","156.94226","156.94234","156.94226","156.94232","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226","156.94226"
"194",194,"189","8.351","158.84605","Unknown","[M-H]-","","0.46","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","991.47","190715_Poo_TruePooFK180310_DDAneg20","158.84607:298613 159.84942:0 160.85278:16263153","57.03334:9891 61.98716:188858 65.01336:22759 72.52677:7924 78.91768:69939 80.91575:58992 88.78295:7368 97.06478:71627 97.07169:8178 97.8876:7300 99.7301:6450 106.03996:30195 115.07533:68943 115.64806:7372 118.04012:12492 119.04778:7451 131.16595:6205 132.01904:7202 132.05582:21804 158.84589:167363 158.862:29656 158.86998:24227 158.90829:187424 159.03052:9646 159.06596:96307 159.10193:11321","158.84435","158.84605","158.84605","158.84605","158.84607","158.84608","158.84605","158.84421","158.84436","158.84605","158.84596","158.84598","158.84598","158.84409","158.84605","158.84605","158.84605","158.84424","158.84605","158.84605","158.84428","158.84605","158.84431","158.84425","158.84605","158.84605","158.84431","158.84605","158.84605","158.84427","158.84605","158.84419","158.84605","158.84616","158.84424","158.84427","158.84435","158.84605","158.84605","158.84445","158.84605","158.84605","158.84605","158.84605","158.84605","158.84605","158.84467","158.84605","158.84605","158.84605"
"195",195,"190","9.567","159.90474","Unknown","[M-H]-","","0.72","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1623.42","190715_Poo_TruePooFK180310_DDAneg50","159.90474:652040 160.90809:39040 161.91145:54391","","159.9045","159.90474","159.90474","159.90474","159.90475","159.90472","159.90474","159.9046","159.90459","159.90471","159.90474","159.90463","159.90443","159.90474","159.90474","159.9048","159.90466","159.90457","159.90445","159.90469","159.90456","159.90469","159.90472","159.90457","159.90457","159.90486","159.90466","159.90468","159.90446","159.90463","159.90457","159.90471","159.90453","159.90454","159.90474","159.90466","159.90466","159.90457","159.90472","159.90465","159.90474","159.90474","159.90474","159.90442","159.90474","159.90474","159.90474","159.90454","159.90474","159.90459"
