"","X.31","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29","X.30","Class","X1","X1.1","X1.2","X1.3","X1.4","X1.5","X1.6","X1.7","X1.8","X1.9","X1.10","X1.11","X1.12","X1.13","X1.14","X1.15","X1.16","X1.17","X1.18","X1.19","X1.20","X1.21","X1.22","X1.23","X1.24","X1.25","X1.26","X1.27","X1.28","X1.29","X1.30","X1.31","X1.32","X1.33","X1.34","X1.35","X1.36","X1.37","X1.38","X1.39","X1.40","X1.41","X1.42","X1.43","X1.44","X1.45","X1.46","X1.47","X1.48","X1.49","NA.","NA..1"
"144",144,"139","9.545","136.89084","Unknown","[M-H]-","","0.44","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","336.35","190715_Poo_TruePooFK180310_DDAneg20","136.89084:5451342 137.89419:631157 138.89755:169396","","6094028","705661","1164332","538932","51123404","42256232","13650645","8059274","6530731","6830856","5403002","5677793","13477446","818659","1812045","39733","6889936","3841237","2522553","2502283","487254","6376243","4025242","1671074","7268058","6421026","7214784","5903468","2278972","3689940","6706128","2610185","2365027","7072684","8057024","1875842","6374524","4836608","1329407","2962306","0","44419","3028130","3021250","0","0","2633254","3675063","2001706","659890","5690565.79328125","9074601.00232579"
"145",145,"140","13.96","136.93903","Unknown","[M-H]-","","0.76","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","235.65","190715_Std_4uMStdsMix1InMatrix_2","136.93903:17439348 137.94238:2334221 138.94574:2336306","","339915392","257468928","2130304","312468800","20023500","85387912","14848196","198977152","210765312","222858128","4373880","31298110","34611888","178176560","319111328","14508428","9161876","9733388","221614160","31967412","19881640","18054744","160764176","25712036","250443616","138562112","430205184","142215632","446702112","205879792","302039040","84120192","65337112","405292480","252329872","144534384","308117920","254276096","220655856","163043488","3477452","15503447","252918176","417227872","2657694","8702599","171621584","104492432","79816040","191457104","156108850.765","131962309.769573"
"146",146,"141","13.607","136.93906","Unknown","[M-H]-","adduct linked to 83_[M-H2O-H]-","0.28","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","258.24","190715_Smp_FK180310S62C1-25m_A","136.93906:12241126 137.94241:1573598 138.94577:1420060","","94600872","101678","186675792","312468800","35333348","11137402","31556168","198977152","225815200","179164720","11520494","29032438","176439024","44245452","319111296","295354496","288708096","166960400","221614160","88351384","23418366","357350144","119779600","6511722","207885792","58973556","431973792","142215632","433543328","197515008","181288880","46489268","77814744","219446032","252329888","144534400","57721224","254276096","55620256","229502688","2971164","73447","68087936","45960","4901630","5117222","71716080","59435","79816032","47920","132963912.306719","120431624.855038"
"147",147,"142","12.988","136.93913","Unknown","[M-H]-","adduct linked to 84_[M-H2O-H]-","0.74","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","285.97","190715_Poo_TruePooFK180310_DDAneg20","136.93916:10073677 137.94251:1200774 138.94587:1118105","51.24984:6482 55.69547:6832 66.09103:6892 68.94903:6725 69.03893:6452 73.04683:6324 79.672:7555 79.95622:8304 80.48322:8331 82.39636:6643 93.03341:10633 95.53066:7203 108.16402:7017 114.41557:8599 135.14404:9678 136.89085:135227 136.93916:1477637 136.97839:30971 137.03441:7190 137.06055:7687","0","144490","89563784","115028856","90230792","60126048","46374212","69799040","83752816","71919448","34724832","50094372","60658756","54266","90591464","82809568","117133304","69048544","41736772","29077426","16067235","74847880","75016936","13724550","75588200","47162324","75195416","49956424","90875632","64499676","123238200","28059734","36611208","96675344","109232384","41641344","80687704","91647144","50063612","84952984","45811","45323","46200","110366","53809","71478","42740","57508","61581","36908","50583688.9224219","38587669.0208695"
"148",148,"143","3.028","137.02347","w/o MS2:Ingalls_Salicylic Acid","[M-H]-","","0.68","False","2.18","137.0233","","","","","530","True","True","False","","False","False","null","null","100","100","null","null","null","15.31","190715_Std_4uMStdsMix1InH2O_2","137.02347:6838743 138.02682:668854 139.03018:0","","7246808","5402960","2698956","4798099","545083","632596","1953245","7197421","3297652","8397892","354923","716360","2170548","172360","1645411","3346814","664853","2240598","6291402","2533178","3876268","4977364","6538992","4116794","3534421","3488724","6201726","2058982","10051700","6498874","24727104","3427110","2531738","20556378","12685205","2666693","9879179","1981250","3759243","4838278","911554","65322880","436924","62776100","355136","8426898","492686","8235449","252686","496645","6968202.806875","12705872.922559"
"149",149,"144","13.917","137.9399","Unknown","[M-H]-","","0.34","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.93","190715_Std_4uMStdsMix1InMatrix_2","137.9399:2284627 138.94325:2233637 139.94661:0","","9619389","18313552","26906738","18874804","3417483","4349202","1470264","19402896","2403690","27202054","1390274","3377042","3836959","7714104","1140875","1140784","32307518","17119652","1665022","8820172","3837396","27941070","7452474","3183620","17809044","17712154","9753134","10246179","20423950","29758618","27198860","3699008","8209967","13958248","18830800","21996534","29508886","31617994","12901843","21662808","1019362","423556","11731332","18899792","2733710","589634","7679026","23473054","9754926","20301612","12895621.31125","9930513.57567695"
"150",150,"145","8.432","138.87436","Unknown","[M-H]-","","0.64","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2873.35","190715_Smp_FK180310S64C1-25m_B","138.87436:1714366 139.87771:0 140.88107:499158","","2476244","2568589","3768887","2719534","523691","639570","894353","1406156","4775738","4319478","364717","188236","230003","4772252","17647272","4311564","2057620","559861","4780216","6956436","19413198","3977308","1610408","52538404","8352522","5247948","6038494","1964040","824684","13727533","11519154","7769510","16803010","1576877","1903914","1339000","1431624","7417707","1070101","2267346","0","0","2581732","174046","0","0","2480186","176248","960820","1175704","4806038.6996875","8326647.62754894"
"151",151,"146","12.829","138.93669","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","57.68","190715_Poo_TruePooFK180310_Fullneg120","138.93669:1491284 139.94004:0 140.9434:57397","","0","0","66841","9180132","16799","5647541","5275488","9381533","9649722","50988","9169","7096870","5518417","0","44521","56595","11507450","7170653","3878782","1920548","1486275","67443","5598904","49445","57813","4388933","147683","137567","7855690","7957324","49183","4073016","2301616","61188","104463","5183317","9641107","7221888","46164","6892130","0","0","99994","0","0","0","49787","1122403","73801","82557","2824434.81634766","3586340.68688855"
"152",152,"147","6.276","139.01561","Unknown","[M-H]-","","0.36","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.93","190715_Smp_FK180310S62C1-DCM_B","139.01561:383695 140.01896:0 141.02232:0","","0","845372","1224556","3442648","124342","76216","172293","227264","1851276","1008115","120819","339625","283249","507815","214149","482415","4396800","2286673","415376","539651","6824038","1200663","1591428","2746642","3729472","667736","1914428","1215234","516839","97993","453859","253674","203337","242529","366653","2948775","3310221","52302","272042","2374178","0","0","0","0","0","0","0","811107","0","49516","1008026.36429687","1413983.68232336"
"153",153,"148","3.586","139.03143","Unknown","[M-H]-","","0.32","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","26.26","190715_Smp_FK180310S77C1-25m_B","139.03143:3022614 140.03478:169020 141.03814:0","","106345","21102226","23879948","27007894","629484","681578","784100","661066","828880","6659724","584974","2197494","2643157","122934","425907","226079","701201","1841969","161328","37274","594270","1831713","409331","245487","192366","208040","125200","326813","31123056","60802392","229279","123383","1187998","2406168","27307600","285999","227785","3581935","10834012","718569","56620","77593","230424","286200","136719","139460","64590","121114","195117","4329523","4793646.41320312","11277427.483297"
"154",154,"149","8.331","140.87148","Unknown","[M-H]-","","0.22","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1656.88","190715_Smp_FK180310S64C1-25m_B","140.87148:514344 141.87483:0 142.87819:0","","33877","0","815712","57622","113806","149313","50809","75692","1669627","585278","34530","53535","24166","481159","3476859","1233566","142851","196859","1508200","1136912","2007074","532060","364542","12015885","1661389","2441380","612138","404975","167057","658008","1372587","1411219","3865054","115894","719565","635813","119919","1139797","675447","266853","0","0","0","0","0","0","48892","32977","53465","0","863247.275039062","1830576.53871733"
"155",155,"150","7.683","140.91833","Unknown","[M-H]-","ion correlated with 156","0.96","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1554.17","190715_Poo_TruePooFK180310_DDAneg35","140.9184:4584622 141.92175:0 142.92511:5086039","53.96531:6590 54.82933:6358 70.09187:8188 70.61214:6550 74.28907:6165 74.99264:128563 78.91769:10280 80.44341:7190 80.91583:8864 98.55543:7994 107.52716:7118 141.06561:7466","177446864","122095056","135049584","98259264","43866196","28144868","13877643","93498496","245789568","144316464","13813362","27368544","108228272","98441816","75429496","49293156","96807624","176734528","46237028","134598224","221541856","104286688","280422240","77791760","96288176","202833840","119851224","106352184","156528624","37016532","116101224","31053876","113103856","273837024","188861040","31572070","97594448","136704496","187780432","118149120","0","44845","48566324","99776376","7582458","7911194","136570992","44884248","84554096","128629560","103709737.138594","70049424.7063548"
"156",156,"151","13.533","140.96463","Unknown","[M-H]-","","0.66","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.82","190715_Smp_FK180310S77C1-25m_C","140.96463:1351798 141.96798:251077 142.97134:437369","","7951438","1752480","13972974","15363507","1328266","920680","3888863","7604269","7463016","191366","1070397","2842058","1169529","4368546","221839","5544576","317086","5670516","2519090","3740974","80587","4570693","6153636","640196","12585899","3160150","2291941","10067730","9118145","245812","7255182","4565420","3686138","3815680","120652","7789196","2446664","72724","8882923","7436594","3786371","3205955","10185368","9458156","1112222","2789924","10592606","9816296","9511799","8917710","5045276.7859375","4026655.16386942"
